Time,Time (microseconds),Computer,Reason,Tag(s),Action,Rank,Direction,Interface,Frame Type,Protocol,Flags,Source IP,Source MAC,Source Port,Destination IP,Destination MAC,Destination Port,Packet Size,Repeat Count,End Time,Flow,Status,Note,Data Flags,Data Index,Data,Event Origin
"April 9, 2018 15:15:51",1523283351335411,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,35129,129.12.44.154,FA:16:3E:68:2D:73,1792,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335409,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,6210,129.12.44.154,FA:16:3E:68:2D:73,1566,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,7277,129.12.44.154,FA:16:3E:68:2D:73,1453,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,10497,129.12.44.154,FA:16:3E:68:2D:73,1340,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,10964,129.12.44.154,FA:16:3E:68:2D:73,1227,0,5,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,2562,129.12.44.154,FA:16:3E:68:2D:73,1114,0,25,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335403,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,13255,129.12.44.154,FA:16:3E:68:2D:73,549,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335404,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,46063,129.12.44.154,FA:16:3E:68:2D:73,662,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335401,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,3246,129.12.44.154,FA:16:3E:68:2D:73,436,0,63,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335402,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,2296,129.12.44.154,FA:16:3E:68:2D:73,210,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351335400,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,9094,129.12.44.154,FA:16:3E:68:2D:73,97,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323386,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,3536,129.12.44.154,FA:16:3E:68:2D:73,47000,0,6,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323385,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,2870,129.12.44.154,FA:16:3E:68:2D:73,8060,0,14,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323387,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,15221,129.12.44.154,FA:16:3E:68:2D:73,41080,0,6,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323384,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,1233,129.12.44.154,FA:16:3E:68:2D:73,7846,0,17,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323381,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,8493,129.12.44.154,FA:16:3E:68:2D:73,7144,0,9,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,6612,129.12.44.154,FA:16:3E:68:2D:73,5400,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323382,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,4628,129.12.44.154,FA:16:3E:68:2D:73,7544,0,29,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,32036,129.12.44.154,FA:16:3E:68:2D:73,5741,0,2,"April 9, 2018 15:15:52",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323380,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,16542,129.12.44.154,FA:16:3E:68:2D:73,5968,0,19,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323383,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,16530,129.12.44.154,FA:16:3E:68:2D:73,7437,0,8,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323410,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,17877,129.12.44.154,FA:16:3E:68:2D:73,2692,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,1910,129.12.44.154,FA:16:3E:68:2D:73,2579,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,11196,129.12.44.154,FA:16:3E:68:2D:73,2353,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323409,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,24344,129.12.44.154,FA:16:3E:68:2D:73,2466,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,11017,129.12.44.154,FA:16:3E:68:2D:73,2127,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,6678,129.12.44.154,FA:16:3E:68:2D:73,2240,0,7,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323404,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,15953,129.12.44.154,FA:16:3E:68:2D:73,2014,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323403,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,5690,129.12.44.154,FA:16:3E:68:2D:73,1901,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323400,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,3216,129.12.44.154,FA:16:3E:68:2D:73,1675,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323402,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,39294,129.12.44.154,FA:16:3E:68:2D:73,1788,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323401,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,14534,129.12.44.154,FA:16:3E:68:2D:73,1562,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323398,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,5830,129.12.44.154,FA:16:3E:68:2D:73,1449,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323399,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,4214,129.12.44.154,FA:16:3E:68:2D:73,1336,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323396,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,9376,129.12.44.154,FA:16:3E:68:2D:73,1223,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323395,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,1196,129.12.44.154,FA:16:3E:68:2D:73,886,0,13,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323397,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,3292,129.12.44.154,FA:16:3E:68:2D:73,997,0,6,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323394,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,7339,129.12.44.154,FA:16:3E:68:2D:73,771,0,7,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323392,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,15364,129.12.44.154,FA:16:3E:68:2D:73,545,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323393,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,2000,129.12.44.154,FA:16:3E:68:2D:73,658,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323390,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,2846,129.12.44.154,FA:16:3E:68:2D:73,432,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323391,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,1673,129.12.44.154,FA:16:3E:68:2D:73,319,0,50,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323388,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,2669,129.12.44.154,FA:16:3E:68:2D:73,206,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351323389,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,10351,129.12.44.154,FA:16:3E:68:2D:73,93,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351319378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,3904,129.12.44.154,FA:16:3E:68:2D:73,4752,0,14,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351319380,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,3374,129.12.44.154,FA:16:3E:68:2D:73,5177,0,13,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351319377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,18940,129.12.44.154,FA:16:3E:68:2D:73,4154,0,5,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351319379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,11941,129.12.44.154,FA:16:3E:68:2D:73,5064,0,10,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351315380,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,26576,129.12.44.154,FA:16:3E:68:2D:73,3592,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351315379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,1938,129.12.44.154,FA:16:3E:68:2D:73,3479,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351315377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,1907,129.12.44.154,FA:16:3E:68:2D:73,3140,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351315378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,13947,129.12.44.154,FA:16:3E:68:2D:73,3253,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351311379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,21377,129.12.44.154,FA:16:3E:68:2D:73,3027,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351311377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,13607,129.12.44.154,FA:16:3E:68:2D:73,2801,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351311378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,24782,129.12.44.154,FA:16:3E:68:2D:73,2914,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351307379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,19451,129.12.44.154,FA:16:3E:68:2D:73,2575,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351307380,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,8377,129.12.44.154,FA:16:3E:68:2D:73,2688,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351307377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,13530,129.12.44.154,FA:16:3E:68:2D:73,2349,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351307378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,7216,129.12.44.154,FA:16:3E:68:2D:73,2462,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351303379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,4098,129.12.44.154,FA:16:3E:68:2D:73,2236,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351303378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,6803,129.12.44.154,FA:16:3E:68:2D:73,2123,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351303377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,8290,129.12.44.154,FA:16:3E:68:2D:73,2010,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351299380,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,3126,129.12.44.154,FA:16:3E:68:2D:73,1897,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351299378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,22189,129.12.44.154,FA:16:3E:68:2D:73,1671,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351299379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,28006,129.12.44.154,FA:16:3E:68:2D:73,1784,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351299377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,11564,129.12.44.154,FA:16:3E:68:2D:73,1558,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351295380,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,5444,129.12.44.154,FA:16:3E:68:2D:73,1445,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351295379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,4425,129.12.44.154,FA:16:3E:68:2D:73,1332,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351295378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,4036,129.12.44.154,FA:16:3E:68:2D:73,1219,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351295377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,7001,129.12.44.154,FA:16:3E:68:2D:73,1106,0,7,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351291379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,47598,129.12.44.154,FA:16:3E:68:2D:73,994,0,3,"April 9, 2018 15:15:53",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351291378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,7061,129.12.44.154,FA:16:3E:68:2D:73,767,0,3,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351291377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,29523,129.12.44.154,FA:16:3E:68:2D:73,654,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351287380,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,9458,129.12.44.154,FA:16:3E:68:2D:73,541,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351287379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,15602,129.12.44.154,FA:16:3E:68:2D:73,428,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351287377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,11529,129.12.44.154,FA:16:3E:68:2D:73,202,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351287378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,6468,129.12.44.154,FA:16:3E:68:2D:73,315,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351283379,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,9258,129.12.44.154,FA:16:3E:68:2D:73,50505,0,4,"April 9, 2018 15:15:53",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351283378,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,25530,129.12.44.154,FA:16:3E:68:2D:73,48000,0,5,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351283377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,20628,129.12.44.154,FA:16:3E:68:2D:73,45678,0,2,"April 9, 2018 15:15:52",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351283380,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,4096,129.12.44.154,FA:16:3E:68:2D:73,89,0,4,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:51",1523283351279377,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,3592,129.12.44.154,FA:16:3E:68:2D:73,16959,0,33,"April 9, 2018 15:15:54",Connection Flow,123,,0,,,Agent
